"","B cells","Dendritic cells","Erythrocytes","Monocytes","NK cells","T cells"
"HMDB0000250",0.0251084990634675,-0.999821215702583,-0.964830223876262,-0.990416830111376,-0.994540513828764,-0.986235498984715
"HMDB0000251",2.30607174761725e-05,1.42029630090962e-05,0.000115577253504451,2.33388050110408e-05,1.21320991133163e-05,2.90755394276451e-05
"HMDB0000252",0.0040659407841601,0.00345434509625754,-0.991564033183329,0.00223986074094469,0.00269799440307872,0.000786017216489845
"HMDB0000253",1.80995584437728e-10,3.5741573288746e-10,2.18258547856212e-10,7.267288289827e-11,5.65546549834614e-09,3.72514877692505e-10
"HMDB0000254",4.44454634739958e-08,3.88495427338358e-09,7.77153416846155e-09,8.70996569369595e-09,1.28620599891818e-08,1.08119809906037e-08
"HMDB0000256",6.02823926951722e-09,6.85086402046066e-09,3.67345359576157e-09,5.16129293384835e-09,5.46763144079594e-09,-0.999999996157998
"HMDB0000257",-0.999999460808379,-0.999997678820726,-0.999999032417318,5.05078312853467e-07,3.96828476054893e-08,-0.999999305735605
"HMDB0000258",1.52360782529132e-10,-0.999999999227674,-0.999999999582906,-0.999999999622302,-0.999999999827478,-0.999999999883844
"HMDB0000259",-0.999999991982799,-0.999999993827195,-0.999999997409996,-0.999999993979119,-0.999999995437999,-0.999999997369107
"HMDB0000262",8.98521706589219e-10,-0.999999999997093,2.3082221468128e-10,-0.999999999972989,2.00003411303427e-10,2.92588677500753e-11
"HMDB0000263",-0.99437408748686,0.0477295373037973,-0.837541298383658,0.0313005922508944,0.0734839556220955,-0.936181747811994
"HMDB0000265",-0.99999999928178,-0.999999996396815,1.04353011699074e-09,-0.999999997174176,-0.9999999976647,-0.999999997059343
"HMDB0000267",-0.999999805996649,2.55651715354527e-06,1.63682966964846e-09,7.62105184417894e-06,3.90609753889876e-07,1.98832382938626e-06
"HMDB0000269",0.000643501437056962,0.000794343880503639,0.00264969151031068,0.00114342469946797,-0.998256928387851,-0.993948411074229
