"","Endothelial cells","Fibroblasts","Granulocytes","Macrophages","T cells"
"HMDB0000288",-0.998025547284629,0.00242937927294901,-0.995277332226233,-0.999794846831807,-0.992088938038851
"HMDB0000289",-0.999216712729744,0.000276750677432139,0.00441519507723074,-0.997848088998522,-0.998693097942395
"HMDB0000291",-0.999999995789378,-0.999994923409682,1.90221206660676e-09,1.22584433855293e-08,7.53080403533724e-09
"HMDB0000292",-0.999992981189199,7.07521482266083e-05,-0.999982769391119,5.01319366209433e-05,-0.999999856594761
"HMDB0000293",-0.99999998352388,-0.999999314747081,1.59088436754301e-09,-0.999952315117112,-0.999999998938581
"HMDB0000294",0.00115118379369313,-0.999957213496703,-0.997686643563986,0.00236985218888007,0.00130848184142079
"HMDB0000295",-0.999994068789837,6.17650573292096e-05,-0.99999162022483,3.72478741297687e-05,-0.999994871402945
"HMDB0000296",-0.998220993145325,-0.99889304540146,0.0047329533307651,-0.997678392011866,0.00791414241826575
"HMDB0000299",-0.999996517298514,2.6230449381841e-05,-0.999996941314186,-0.999992529174252,-0.999999674203241
"HMDB0000300",5.54977920849136e-10,1.33933422646582e-09,6.22504827054756e-10,2.60135047452104e-10,1.75100406514339e-09
"HMDB0000301",-0.999999997557914,2.16303638282842e-07,2.72467374438897e-08,2.15301726638262e-08,2.95335949785545e-08
"HMDB0000302",-0.999996223783515,-0.999992636464799,-0.999999980608021,-0.999993505932281,5.13851045156831e-06
"HMDB0000303",5.72230365954979e-10,-0.999999989193404,-0.999999999118359,-0.999999999321398,-0.999999995818951
"HMDB0000305",-0.999999999680349,-0.999999917230923,1.92280454876936e-10,2.46075201977824e-07,4.82358939208947e-07
"HMDB0000306",-0.999999998541871,-0.999999998913194,-0.999999995358217,4.69055532365684e-09,-0.999999997540264
"HMDB0000321",-0.984933143459308,0.0123107173123316,0.00150938014624693,-0.973800117796629,-0.994967887842198
"HMDB0000343",-0.999999985737791,2.04061413771179e-07,-0.999999967598174,3.1852688634429e-07,5.11856187434584e-07
"HMDB0000347",-0.999997749284283,-0.999996172752343,1.5014600082805e-07,-0.999998529986901,5.17124659414304e-06
"HMDB0000362",0.0434337813631205,-0.982029428562947,0.050200400766169,-0.974865641839028,0.044672637519784
"HMDB0000363",-0.999999997680453,5.85579828848782e-08,1.04043034880011e-09,3.2644941623599e-09,6.00192272886603e-09
"HMDB0000364",-3.99999998016085,-1.99999994199241,-3.99999999660294,-1.9999999966148,-3.99999998203454
"HMDB0000374",-0.999999996599129,1.32044171334773e-07,1.2447362500849e-09,7.0265248067499e-09,1.18806762206565e-08
